,Aggravated assault,Burglary,Counties/principal cities,Larceny,Motor vehicle theft,Murder and nonnegligent manslaughter,Population,Property crime,Rape,Robbery,Violent crime,counties,msa_label,msa_pop,year
376,2813.0,4675.0,City of Denver,15638.0,4788.0,57.0,699259.0,25101.0,567.0,1160.0,4597.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora-Lakewood, CO M.S.A.",2868232,2016
377,1052.0,1698.0,City of Aurora,7977.0,1538.0,22.0,366477.0,11213.0,289.0,576.0,1939.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora-Lakewood, CO M.S.A.",2868232,2016
378,553.0,1014.0,City of Lakewood,6429.0,1012.0,4.0,154553.0,8455.0,144.0,174.0,875.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora-Lakewood, CO M.S.A.",2868232,2016
379,18.0,216.0,City of Broomfield,1236.0,158.0,0.0,66953.0,1610.0,16.0,2.0,36.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora-Lakewood, CO M.S.A.",2868232,2016
380,6636.0,12492.0,Total area actually reporting,58890.0,13268.0,124.0,99.9,84650.0,1919.0,2470.0,11149.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora-Lakewood, CO M.S.A.",2868232,2016
381,6640.0,12501.0,Estimated total,58950.0,13278.0,124.0,100.0,84729.0,1921.0,2471.0,11156.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora-Lakewood, CO M.S.A.",2868232,2016
382,231.5,435.8,"Rate per 100,000 inhabitants",2055.3,462.9,4.3,,2954.0,67.0,86.2,389.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora-Lakewood, CO M.S.A.",2868232,2016
383,1026.0,1944.0,City of Des Moines,5920.0,1017.0,13.0,211501.0,8881.0,140.0,318.0,1497.0,"Includes Dallas, Guthrie, Madison, Polk, and Warren Counties","Des Moines-West Des Moines, IA M.S.A.3",632763,2016
384,105.0,147.0,City of West Des Moines,1296.0,70.0,1.0,65631.0,1513.0,24.0,19.0,149.0,"Includes Dallas, Guthrie, Madison, Polk, and Warren Counties","Des Moines-West Des Moines, IA M.S.A.3",632763,2016
385,1674.0,3458.0,Total area actually reporting,,1442.0,25.0,100.0,,267.0,386.0,2352.0,"Includes Dallas, Guthrie, Madison, Polk, and Warren Counties","Des Moines-West Des Moines, IA M.S.A.3",632763,2016
386,264.6,546.5,"Rate per 100,000 inhabitants",,227.9,4.0,,,42.2,61.0,371.7,"Includes Dallas, Guthrie, Madison, Polk, and Warren Counties","Des Moines-West Des Moines, IA M.S.A.3",632763,2016
387,9882.0,8787.0,City of Detroit,13938.0,8905.0,303.0,669673.0,31630.0,579.0,2941.0,13705.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
388,442.0,927.0,City of Warren,2082.0,512.0,6.0,135620.0,3521.0,118.0,125.0,691.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
389,237.0,297.0,City of Dearborn,2167.0,327.0,1.0,94646.0,2791.0,30.0,80.0,348.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
390,95.0,295.0,City of Livonia,1250.0,149.0,0.0,94226.0,1694.0,18.0,28.0,141.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
391,49.0,94.0,City of Troy,1183.0,59.0,1.0,83743.0,1336.0,12.0,16.0,78.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
392,50.0,145.0,City of Farmington Hills,834.0,71.0,0.0,81649.0,1050.0,18.0,9.0,77.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
393,96.0,353.0,City of Southfield,1514.0,291.0,3.0,73438.0,2158.0,44.0,52.0,195.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
394,250.0,290.0,City of Taylor,1042.0,163.0,2.0,61290.0,1495.0,37.0,83.0,372.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
395,547.0,520.0,City of Pontiac,771.0,134.0,15.0,60003.0,1425.0,66.0,121.0,749.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
396,24.0,56.0,City of Novi,586.0,19.0,0.0,59441.0,661.0,6.0,2.0,32.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
397,16720.0,18887.0,Total area actually reporting,56067.0,14739.0,389.0,99.9,89693.0,2141.0,4653.0,23903.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
398,16722.0,18890.0,Estimated total,56083.0,14741.0,389.0,100.0,89714.0,2142.0,4654.0,23907.0,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
399,388.6,439.0,"Rate per 100,000 inhabitants",1303.4,342.6,9.0,,2085.1,49.8,108.2,555.6,Includes the Metropolitan Divisions of Detroit-Dearborn-Livonia and Warren-Troy-Farmington Hills,"Detroit-Warren-Dearborn, MI M.S.A.",4302722,2016
400,12770.0,12845.0,Total area actually reporting,30153.0,11746.0,339.0,100.0,54744.0,1104.0,3860.0,18073.0,Includes Wayne County,"Detroit-Dearborn-Livonia, MI M.D.",1747582,2016
401,730.7,735.0,"Rate per 100,000 inhabitants",1725.4,672.1,19.4,,3132.6,63.2,220.9,1034.2,Includes Wayne County,"Detroit-Dearborn-Livonia, MI M.D.",1747582,2016
402,3950.0,6042.0,Total area actually reporting,25914.0,2993.0,50.0,99.9,34949.0,1037.0,793.0,5830.0,"Includes Lapeer, Livingston, Macomb, Oakland, and St. Clair Counties","Warren-Troy-Farmington Hills, MI M.D.",2555140,2016
403,3952.0,6045.0,Estimated total,25930.0,2995.0,50.0,100.0,34970.0,1038.0,794.0,5834.0,"Includes Lapeer, Livingston, Macomb, Oakland, and St. Clair Counties","Warren-Troy-Farmington Hills, MI M.D.",2555140,2016
404,154.7,236.6,"Rate per 100,000 inhabitants",1014.8,117.2,2.0,,1368.6,40.6,31.1,228.3,"Includes Lapeer, Livingston, Macomb, Oakland, and St. Clair Counties","Warren-Troy-Farmington Hills, MI M.D.",2555140,2016
405,,669.0,City of Dothan4,1928.0,161.0,5.0,67835.0,2758.0,35.0,79.0,,"Includes Geneva, Henry, and Houston Counties","Dothan, AL M.S.A.4",148284,2016
406,,1072.0,Total area actually reporting,2869.0,280.0,10.0,99.4,4221.0,74.0,95.0,,"Includes Geneva, Henry, and Houston Counties","Dothan, AL M.S.A.4",148284,2016
407,,1077.0,Estimated total,2889.0,282.0,10.0,100.0,4248.0,74.0,96.0,,"Includes Geneva, Henry, and Houston Counties","Dothan, AL M.S.A.4",148284,2016
408,,726.3,"Rate per 100,000 inhabitants",1948.3,190.2,6.7,,2864.8,49.9,64.7,,"Includes Geneva, Henry, and Houston Counties","Dothan, AL M.S.A.4",148284,2016
409,236.0,100.0,City of Dover,1699.0,81.0,2.0,37824.0,1880.0,12.0,57.0,307.0,Includes Kent County,"Dover, DE M.S.A.",175090,2016
410,603.0,652.0,Total area actually reporting,3579.0,168.0,6.0,100.0,4399.0,64.0,156.0,829.0,Includes Kent County,"Dover, DE M.S.A.",175090,2016
411,344.4,372.4,"Rate per 100,000 inhabitants",2044.1,96.0,3.4,,2512.4,36.6,89.1,473.5,Includes Kent County,"Dover, DE M.S.A.",175090,2016
412,131.0,408.0,City of Dubuque,1349.0,75.0,1.0,59026.0,1832.0,52.0,26.0,210.0,Includes Dubuque County,"Dubuque, IA M.S.A.",97625,2016
413,149.0,485.0,Total area actually reporting,1477.0,92.0,2.0,100.0,2054.0,58.0,28.0,237.0,Includes Dubuque County,"Dubuque, IA M.S.A.",97625,2016
414,152.6,496.8,"Rate per 100,000 inhabitants",1512.9,94.2,2.0,,2104.0,59.4,28.7,242.8,Includes Dubuque County,"Dubuque, IA M.S.A.",97625,2016
415,196.0,529.0,"City of Duluth, MN",3162.0,136.0,1.0,86090.0,3827.0,51.0,64.0,312.0,"Includes Carlton and St. Louis Counties, MN and Douglas County, WI","Duluth, MN-WI M.S.A.",279220,2016
416,421.0,1374.0,Total area actually reporting,7124.0,417.0,3.0,100.0,8915.0,126.0,92.0,642.0,"Includes Carlton and St. Louis Counties, MN and Douglas County, WI","Duluth, MN-WI M.S.A.",279220,2016
417,150.8,492.1,"Rate per 100,000 inhabitants",2551.4,149.3,1.1,,3192.8,45.1,32.9,229.9,"Includes Carlton and St. Louis Counties, MN and Douglas County, WI","Duluth, MN-WI M.S.A.",279220,2016
418,253.0,632.0,Total area actually reporting,2403.0,95.0,10.0,100.0,3130.0,73.0,80.0,416.0,Includes Monroe County,"East Stroudsburg, PA M.S.A.",165226,2016
419,153.1,382.5,"Rate per 100,000 inhabitants",1454.4,57.5,6.1,,1894.4,44.2,48.4,251.8,Includes Monroe County,"East Stroudsburg, PA M.S.A.",165226,2016
420,105.0,277.0,City of Eau Claire,1481.0,60.0,1.0,68084.0,1818.0,18.0,17.0,141.0,Includes Chippewa and Eau Claire Counties,"Eau Claire, WI M.S.A.2",166178,2016
421,167.0,493.0,Total area actually reporting,2187.0,108.0,5.0,100.0,2788.0,38.0,20.0,230.0,Includes Chippewa and Eau Claire Counties,"Eau Claire, WI M.S.A.2",166178,2016
422,100.5,296.7,"Rate per 100,000 inhabitants",1316.1,65.0,3.0,,1677.7,22.9,12.0,138.4,Includes Chippewa and Eau Claire Counties,"Eau Claire, WI M.S.A.2",166178,2016
423,130.0,506.0,City of El Centro,1669.0,139.0,1.0,44213.0,2314.0,19.0,55.0,205.0,Includes Imperial County,"El Centro, CA M.S.A.",180066,2016
424,521.0,1165.0,Total area actually reporting,3483.0,547.0,3.0,95.9,5195.0,34.0,118.0,676.0,Includes Imperial County,"El Centro, CA M.S.A.",180066,2016
425,536.0,1199.0,Estimated total,3597.0,576.0,3.0,100.0,5372.0,36.0,126.0,701.0,Includes Imperial County,"El Centro, CA M.S.A.",180066,2016
426,297.7,665.9,"Rate per 100,000 inhabitants",1997.6,319.9,1.7,,2983.4,20.0,70.0,389.3,Includes Imperial County,"El Centro, CA M.S.A.",180066,2016
427,34.0,107.0,City of Elizabethtown,329.0,40.0,2.0,29821.0,476.0,15.0,17.0,68.0,"Includes Hardin, Larue, and Meade Counties","Elizabethtown-Fort Knox, KY M.S.A.",148206,2016
428,86.0,406.0,Total area actually reporting,945.0,128.0,3.0,100.0,1479.0,40.0,52.0,181.0,"Includes Hardin, Larue, and Meade Counties","Elizabethtown-Fort Knox, KY M.S.A.",148206,2016
429,58.0,273.9,"Rate per 100,000 inhabitants",637.6,86.4,2.0,,997.9,27.0,35.1,122.1,"Includes Hardin, Larue, and Meade Counties","Elizabethtown-Fort Knox, KY M.S.A.",148206,2016
430,59.0,172.0,City of Elmira,875.0,27.0,2.0,27995.0,1074.0,2.0,34.0,97.0,Includes Chemung County,"Elmira, NY M.S.A.",86124,2016
431,103.0,270.0,Total area actually reporting,1577.0,45.0,3.0,100.0,1892.0,28.0,38.0,172.0,Includes Chemung County,"Elmira, NY M.S.A.",86124,2016
432,119.6,313.5,"Rate per 100,000 inhabitants",1831.1,52.3,3.5,,2196.8,32.5,44.1,199.7,Includes Chemung County,"Elmira, NY M.S.A.",86124,2016
433,1875.0,1410.0,City of El Paso,10135.0,812.0,17.0,687193.0,12357.0,314.0,476.0,2682.0,Includes El Paso and Hudspeth Counties,"El Paso, TX M.S.A.",843018,2016
434,2155.0,1784.0,Total area actually reporting,11696.0,933.0,23.0,99.9,14413.0,378.0,520.0,3076.0,Includes El Paso and Hudspeth Counties,"El Paso, TX M.S.A.",843018,2016
435,2157.0,1789.0,Estimated total,11718.0,935.0,23.0,100.0,14442.0,379.0,521.0,3080.0,Includes El Paso and Hudspeth Counties,"El Paso, TX M.S.A.",843018,2016
436,255.9,212.2,"Rate per 100,000 inhabitants",1390.0,110.9,2.7,,1713.1,45.0,61.8,365.4,Includes El Paso and Hudspeth Counties,"El Paso, TX M.S.A.",843018,2016
437,156.0,474.0,City of Enid,1489.0,78.0,2.0,52240.0,2041.0,29.0,27.0,214.0,Includes Garfield County,"Enid, OK M.S.A.",63828,2016
438,169.0,533.0,Total area actually reporting,1590.0,97.0,2.0,100.0,2220.0,35.0,27.0,233.0,Includes Garfield County,"Enid, OK M.S.A.",63828,2016
439,264.8,835.1,"Rate per 100,000 inhabitants",2491.1,152.0,3.1,,3478.1,54.8,42.3,365.0,Includes Garfield County,"Enid, OK M.S.A.",63828,2016
440,182.0,567.0,City of Erie,1607.0,104.0,10.0,99019.0,2278.0,46.0,115.0,353.0,Includes Erie County,"Erie, PA M.S.A.",276700,2016
441,326.0,1077.0,Total area actually reporting,4052.0,178.0,11.0,100.0,5307.0,100.0,157.0,594.0,Includes Erie County,"Erie, PA M.S.A.",276700,2016
442,117.8,389.2,"Rate per 100,000 inhabitants",1464.4,64.3,4.0,,1918.0,36.1,56.7,214.7,Includes Erie County,"Erie, PA M.S.A.",276700,2016
443,364.0,1062.0,City of Eugene,4622.0,633.0,6.0,164883.0,6317.0,95.0,137.0,602.0,Includes Lane County,"Eugene, OR M.S.A.2",367343,2016
444,783.0,1994.0,Total area actually reporting,9114.0,1029.0,7.0,99.1,12137.0,174.0,208.0,1172.0,Includes Lane County,"Eugene, OR M.S.A.2",367343,2016
445,787.0,2004.0,Estimated total,9181.0,1037.0,7.0,100.0,12222.0,175.0,209.0,1178.0,Includes Lane County,"Eugene, OR M.S.A.2",367343,2016
446,214.2,545.5,"Rate per 100,000 inhabitants",2499.3,282.3,1.9,,3327.1,47.6,56.9,320.7,Includes Lane County,"Eugene, OR M.S.A.2",367343,2016
447,469.0,1008.0,City of Evansville,4490.0,383.0,8.0,119908.0,5881.0,75.0,210.0,762.0,"Includes Posey, Vanderburgh, and Warrick Counties, IN and Henderson County, KY","Evansville, IN-KY M.S.A.",315875,2016
448,757.0,1556.0,Total area actually reporting,6375.0,531.0,11.0,97.9,8462.0,106.0,253.0,1127.0,"Includes Posey, Vanderburgh, and Warrick Counties, IN and Henderson County, KY","Evansville, IN-KY M.S.A.",315875,2016
449,769.0,1577.0,Estimated total,6523.0,544.0,11.0,100.0,8644.0,107.0,257.0,1144.0,"Includes Posey, Vanderburgh, and Warrick Counties, IN and Henderson County, KY","Evansville, IN-KY M.S.A.",315875,2016
450,243.5,499.2,"Rate per 100,000 inhabitants",2065.1,172.2,3.5,,2736.5,33.9,81.4,362.2,"Includes Posey, Vanderburgh, and Warrick Counties, IN and Henderson County, KY","Evansville, IN-KY M.S.A.",315875,2016
451,154.0,157.0,City of Fairbanks,1069.0,124.0,7.0,32456.0,1350.0,31.0,31.0,223.0,Includes Fairbanks North Star Borough,"Fairbanks, AK M.S.A.",34657,2016
452,158.0,173.0,Total area actually reporting,1207.0,137.0,7.0,100.0,1517.0,35.0,32.0,232.0,Includes Fairbanks North Star Borough,"Fairbanks, AK M.S.A.",34657,2016
453,455.9,499.2,"Rate per 100,000 inhabitants",3482.7,395.3,20.2,,4377.2,101.0,92.3,669.4,Includes Fairbanks North Star Borough,"Fairbanks, AK M.S.A.",34657,2016
454,317.0,566.0,"City of Fargo, ND",2962.0,315.0,3.0,121217.0,3843.0,79.0,68.0,467.0,"Includes Clay County, MN and Cass County, ND","Fargo, ND-MN M.S.A.",234910,2016
455,404.0,974.0,Total area actually reporting,4337.0,496.0,5.0,100.0,5807.0,135.0,91.0,635.0,"Includes Clay County, MN and Cass County, ND","Fargo, ND-MN M.S.A.",234910,2016
456,172.0,414.6,"Rate per 100,000 inhabitants",1846.2,211.1,2.1,,2472.0,57.5,38.7,270.3,"Includes Clay County, MN and Cass County, ND","Fargo, ND-MN M.S.A.",234910,2016
457,170.0,332.0,City of Farmington,1354.0,171.0,1.0,42270.0,1857.0,70.0,52.0,293.0,Includes San Juan County,"Farmington, NM M.S.A.",116108,2016
458,902.0,729.0,Total area actually reporting,2168.0,277.0,2.0,100.0,3174.0,128.0,68.0,1100.0,Includes San Juan County,"Farmington, NM M.S.A.",116108,2016
459,776.9,627.9,"Rate per 100,000 inhabitants",1867.2,238.6,1.7,,2733.7,110.2,58.6,947.4,Includes San Juan County,"Farmington, NM M.S.A.",116108,2016
460,1083.0,1868.0,City of Fayetteville,6942.0,391.0,33.0,202200.0,9201.0,99.0,316.0,1531.0,Includes Cumberland and Hoke Counties,"Fayetteville, NC M.S.A.",378409,2016
461,1400.0,3052.0,Total area actually reporting,9577.0,539.0,44.0,100.0,13168.0,123.0,415.0,1982.0,Includes Cumberland and Hoke Counties,"Fayetteville, NC M.S.A.",378409,2016
462,370.0,806.5,"Rate per 100,000 inhabitants",2530.9,142.4,11.6,,3479.8,32.5,109.7,523.8,Includes Cumberland and Hoke Counties,"Fayetteville, NC M.S.A.",378409,2016
463,209.0,255.0,City of Flagstaff,2542.0,59.0,0.0,71179.0,2856.0,26.0,30.0,265.0,Includes Coconino County,"Flagstaff, AZ M.S.A.",140312,2016
464,394.0,478.0,Total area actually reporting,3614.0,105.0,3.0,100.0,4197.0,72.0,43.0,512.0,Includes Coconino County,"Flagstaff, AZ M.S.A.",140312,2016
465,280.8,340.7,"Rate per 100,000 inhabitants",2575.7,74.8,2.1,,2991.2,51.3,30.6,364.9,Includes Coconino County,"Flagstaff, AZ M.S.A.",140312,2016
466,1155.0,1213.0,City of Flint,1867.0,243.0,45.0,97548.0,3323.0,96.0,249.0,1545.0,Includes Genesee County,"Flint, MI M.S.A.",407879,2016
467,1818.0,2420.0,Total area actually reporting,6047.0,616.0,54.0,100.0,9083.0,299.0,391.0,2562.0,Includes Genesee County,"Flint, MI M.S.A.",407879,2016
468,445.7,593.3,"Rate per 100,000 inhabitants",1482.5,151.0,13.2,,2226.9,73.3,95.9,628.1,Includes Genesee County,"Flint, MI M.S.A.",407879,2016
469,314.0,407.0,City of Florence,2026.0,130.0,1.0,38382.0,2563.0,20.0,73.0,408.0,Includes Darlington and Florence Counties,"Florence, SC M.S.A.",207007,2016
470,982.0,2207.0,Total area actually reporting,6028.0,552.0,14.0,99.4,8787.0,102.0,222.0,1320.0,Includes Darlington and Florence Counties,"Florence, SC M.S.A.",207007,2016
471,986.0,2214.0,Estimated total,6065.0,555.0,14.0,100.0,8834.0,103.0,223.0,1326.0,Includes Darlington and Florence Counties,"Florence, SC M.S.A.",207007,2016
472,476.3,1069.5,"Rate per 100,000 inhabitants",2929.9,268.1,6.8,,4267.5,49.8,107.7,640.6,Includes Darlington and Florence Counties,"Florence, SC M.S.A.",207007,2016
473,129.0,242.0,City of Florence,1052.0,106.0,2.0,40160.0,1400.0,19.0,46.0,196.0,Includes Colbert and Lauderdale Counties,"Florence-Muscle Shoals, AL M.S.A.",146537,2016
474,43.0,108.0,City of Muscle Shoals,443.0,37.0,0.0,13810.0,588.0,5.0,6.0,54.0,Includes Colbert and Lauderdale Counties,"Florence-Muscle Shoals, AL M.S.A.",146537,2016
475,310.0,640.0,Total area actually reporting,2275.0,282.0,4.0,99.8,3197.0,42.0,72.0,428.0,Includes Colbert and Lauderdale Counties,"Florence-Muscle Shoals, AL M.S.A.",146537,2016
476,311.0,642.0,Estimated total,2282.0,283.0,4.0,100.0,3207.0,42.0,72.0,429.0,Includes Colbert and Lauderdale Counties,"Florence-Muscle Shoals, AL M.S.A.",146537,2016
477,212.2,438.1,"Rate per 100,000 inhabitants",1557.3,193.1,2.7,,2188.5,28.7,49.1,292.8,Includes Colbert and Lauderdale Counties,"Florence-Muscle Shoals, AL M.S.A.",146537,2016
478,85.0,75.0,City of Fond du Lac,858.0,24.0,1.0,42907.0,957.0,38.0,12.0,136.0,Includes Fond du Lac County,"Fond du Lac, WI M.S.A.",101860,2016
479,118.0,149.0,Total area actually reporting,1180.0,48.0,1.0,100.0,1377.0,52.0,13.0,184.0,Includes Fond du Lac County,"Fond du Lac, WI M.S.A.",101860,2016
480,115.8,146.3,"Rate per 100,000 inhabitants",1158.5,47.1,1.0,,1351.9,51.1,12.8,180.6,Includes Fond du Lac County,"Fond du Lac, WI M.S.A.",101860,2016
481,264.0,451.0,City of Fort Collins,3384.0,201.0,5.0,164670.0,4036.0,33.0,40.0,342.0,Includes Larimer County,"Fort Collins, CO M.S.A.",340447,2016
482,529.0,909.0,Total area actually reporting,6229.0,386.0,9.0,100.0,7524.0,103.0,71.0,712.0,Includes Larimer County,"Fort Collins, CO M.S.A.",340447,2016
483,155.4,267.0,"Rate per 100,000 inhabitants",1829.7,113.4,2.6,,2210.0,30.3,20.9,209.1,Includes Larimer County,"Fort Collins, CO M.S.A.",340447,2016
484,541.0,888.0,"City of Fort Smith, AR",4008.0,333.0,4.0,88573.0,5229.0,70.0,97.0,712.0,"Includes Crawford and Sebastian Counties, AR and Le Flore and Sequoyah Counties, OK","Fort Smith, AR-OK M.S.A.",279567,2016
485,1066.0,2150.0,Total area actually reporting,6823.0,632.0,14.0,99.7,9605.0,191.0,117.0,1388.0,"Includes Crawford and Sebastian Counties, AR and Le Flore and Sequoyah Counties, OK","Fort Smith, AR-OK M.S.A.",279567,2016
486,1068.0,2155.0,Estimated total,6840.0,633.0,14.0,100.0,9628.0,192.0,117.0,1391.0,"Includes Crawford and Sebastian Counties, AR and Le Flore and Sequoyah Counties, OK","Fort Smith, AR-OK M.S.A.",279567,2016
487,382.0,770.8,"Rate per 100,000 inhabitants",2446.6,226.4,5.0,,3443.9,68.7,41.9,497.6,"Includes Crawford and Sebastian Counties, AR and Le Flore and Sequoyah Counties, OK","Fort Smith, AR-OK M.S.A.",279567,2016
488,492.0,1698.0,City of Fort Wayne,6812.0,414.0,43.0,261642.0,8924.0,95.0,410.0,1040.0,"Includes Allen, Wells, and Whitley Counties","Fort Wayne, IN M.S.A.",431558,2016
489,638.0,2069.0,Total area actually reporting,8297.0,492.0,48.0,94.7,10858.0,125.0,446.0,1257.0,"Includes Allen, Wells, and Whitley Counties","Fort Wayne, IN M.S.A.",431558,2016
490,660.0,2135.0,Estimated total,8468.0,519.0,49.0,100.0,11122.0,129.0,450.0,1288.0,"Includes Allen, Wells, and Whitley Counties","Fort Wayne, IN M.S.A.",431558,2016
491,152.9,494.7,"Rate per 100,000 inhabitants",1962.2,120.3,11.4,,2577.2,29.9,104.3,298.5,"Includes Allen, Wells, and Whitley Counties","Fort Wayne, IN M.S.A.",431558,2016
492,1887.0,3697.0,City of Fresno,13542.0,3284.0,39.0,524796.0,20523.0,158.0,1122.0,3206.0,Includes Fresno County,"Fresno, CA M.S.A.",976874,2016
493,4192.0,6883.0,Total area actually reporting,19806.0,5186.0,63.0,100.0,31875.0,314.0,1414.0,5983.0,Includes Fresno County,"Fresno, CA M.S.A.",976874,2016
494,429.1,704.6,"Rate per 100,000 inhabitants",2027.5,530.9,6.4,,3263.0,32.1,144.7,612.5,Includes Fresno County,"Fresno, CA M.S.A.",976874,2016
495,377.0,401.0,City of Gadsden,1893.0,227.0,4.0,35927.0,2521.0,27.0,56.0,464.0,Includes Etowah County,"Gadsden, AL M.S.A.",102537,2016
496,577.0,700.0,Total area actually reporting,2584.0,367.0,6.0,98.5,3651.0,62.0,77.0,722.0,Includes Etowah County,"Gadsden, AL M.S.A.",102537,2016
497,583.0,710.0,Estimated total,2621.0,371.0,6.0,100.0,3702.0,63.0,78.0,730.0,Includes Etowah County,"Gadsden, AL M.S.A.",102537,2016
498,568.6,692.4,"Rate per 100,000 inhabitants",2556.2,361.8,5.9,,3610.4,61.4,76.1,711.9,Includes Etowah County,"Gadsden, AL M.S.A.",102537,2016
499,536.0,590.0,City of Gainesville,3951.0,367.0,3.0,131242.0,4908.0,142.0,189.0,870.0,Includes Alachua and Gilchrist Counties,"Gainesville, FL M.S.A.",280301,2016
500,969.0,1258.0,Total area actually reporting,5972.0,534.0,4.0,94.6,7764.0,216.0,271.0,1460.0,Includes Alachua and Gilchrist Counties,"Gainesville, FL M.S.A.",280301,2016
501,1007.0,1320.0,Estimated total,6191.0,557.0,5.0,100.0,8068.0,221.0,280.0,1513.0,Includes Alachua and Gilchrist Counties,"Gainesville, FL M.S.A.",280301,2016
502,359.3,470.9,"Rate per 100,000 inhabitants",2208.7,198.7,1.8,,2878.3,78.8,99.9,539.8,Includes Alachua and Gilchrist Counties,"Gainesville, FL M.S.A.",280301,2016
503,89.0,202.0,City of Gainesville,1107.0,96.0,3.0,39425.0,1405.0,14.0,56.0,162.0,Includes Hall County,"Gainesville, GA M.S.A.",196154,2016
504,344.0,766.0,Total area actually reporting,3871.0,389.0,8.0,100.0,5026.0,39.0,121.0,512.0,Includes Hall County,"Gainesville, GA M.S.A.",196154,2016
505,175.4,390.5,"Rate per 100,000 inhabitants",1973.4,198.3,4.1,,2562.3,19.9,61.7,261.0,Includes Hall County,"Gainesville, GA M.S.A.",196154,2016
506,26.0,14.0,City of Gettysburg,90.0,2.0,0.0,7608.0,106.0,4.0,1.0,31.0,Includes Adams County,"Gettysburg, PA M.S.A.",102165,2016
507,111.0,155.0,Total area actually reporting,636.0,26.0,2.0,100.0,817.0,42.0,11.0,166.0,Includes Adams County,"Gettysburg, PA M.S.A.",102165,2016
508,108.6,151.7,"Rate per 100,000 inhabitants",622.5,25.4,2.0,,799.7,41.1,10.8,162.5,Includes Adams County,"Gettysburg, PA M.S.A.",102165,2016
509,24.0,32.0,City of Glens Falls,187.0,1.0,1.0,14212.0,220.0,5.0,3.0,33.0,Includes Warren and Washington Counties,"Glens Falls, NY M.S.A.",125674,2016
510,100.0,227.0,Total area actually reporting,1317.0,21.0,2.0,100.0,1565.0,91.0,14.0,207.0,Includes Warren and Washington Counties,"Glens Falls, NY M.S.A.",125674,2016
511,79.6,180.6,"Rate per 100,000 inhabitants",1047.9,16.7,1.6,,1245.3,72.4,11.1,164.7,Includes Warren and Washington Counties,"Glens Falls, NY M.S.A.",125674,2016
512,291.0,484.0,City of Goldsboro,1416.0,99.0,11.0,35871.0,1999.0,3.0,84.0,389.0,Includes Wayne County,"Goldsboro, NC M.S.A.",124396,2016
513,401.0,1212.0,Total area actually reporting,2362.0,227.0,11.0,97.7,3801.0,7.0,119.0,538.0,Includes Wayne County,"Goldsboro, NC M.S.A.",124396,2016
514,406.0,1229.0,Estimated total,2430.0,230.0,11.0,100.0,3889.0,8.0,121.0,546.0,Includes Wayne County,"Goldsboro, NC M.S.A.",124396,2016
